airport_code,latitude,longitude
06FL,27.953527,-82.806222
06GA,33.75339889526367,-84.16210174560547
06I,38.43339920043945,-86.69110107421875
06IA,41.841400146484375,-91.83429718017578
06ID,43.46269989013672,-116.35900115966795
06IL,41.5994987487793,-88.86990356445312
06IN,39.178222,-86.497769
06IS,40.5463981628418,-91.27429962158205
06KS,37.69580078125,-97.37249755859376
06KY,38.645501,-84.582222
06LA,29.84606,-90.03216
06LS,30.70789909362793,-91.32019805908205
06M,33.534622,-89.312975
06MA,42.69060134887695,-71.60900115966797
06MD,39.291401,-76.546303
06ME,44.415247,-70.844275
06MI,42.251025,-84.391319
06MN,47.516522,-94.086439
06MO,39.23059844970703,-94.8043975830078
06MT,48.558696,-112.117095
06N,41.431999,-74.391602
06NC,34.82749938964844,-78.9302978515625
06ND,46.7489013671875,-101.66899871826172
06NE,40.68000030517578,-95.86170196533205
06NH,42.92839813232422,-70.97309875488281
06NJ,40.501837,-74.445735
06NV,39.098333,-114.150277
06NY,42.836797,-76.437614
06O1,41.11479949951172,-80.65699768066406
06OH,41.50979995727539,-80.59120178222656
06OI,39.73479843139648,-84.3822021484375
06OK,36.54169845581055,-94.83360290527344
06OR,45.4650993347168,-123.08000183105467
06PA,41.995792,-78.288152
06PN,40.382733,-76.772533
06PS,40.402302,-79.921303
06TA,30.90850067138672,-97.1168975830078
06TE,30.312700271606445,-95.0269012451172
06TN,35.696962,-86.957767
06TS,31.421591,-99.836575
06TT,30.860024,-100.201996
06TX,30.057919,-95.812489
06U,41.97600173949999,-114.657997131
06VA,38.249000549316406,-78.85530090332031
06WA,47.68629837036133,-117.197998046875
06WI,45.402518,-87.857457
06WN,46.92499923706055,-122.5530014038086
06XA,33.445914,-96.57079
06XS,33.322933,-97.045019
06Y,45.83000183105469,-96.1605987548828
07A,32.166801,-85.809702
07AA,61.695964,-149.954903
07AL,31.125200271606445,-85.9791030883789
07AN,62.825556,-149.910807
07AR,35.194339,-92.802473
07AZ,33.630113,-111.909008
07B,44.448001861572266,-68.5697021484375
07CL,39.49769973754883,-121.77100372314452
07CO,39.26359939575195,-104.427001953125
07CT,41.793145,-73.049894
07F,32.528801,-94.971702
07FA,25.325399398804,-80.274803161621
07FD,25.787777,-80.215555
07FL,28.87683,-82.49104
07GA,33.674263,-83.764637
07GE,31.555662,-83.27849
07I,39.05870056152344,-86.44609832763672
07IA,40.647888,-95.02135
07ID,48.149209,-116.998043
07II,39.01060104370117,-85.64080047607422
07IN,39.57369995117188,-85.91390228271484
07K,41.1125984192,-98.0516967773
07KS,37.73419952392578,-96.93669891357422
07KY,38.08060073852539,-85.69329833984375
07LA,31.053,-92.632875
07LS,32.51825,-91.989093
07MA,41.91699981689453,-70.70950317382812
07MD,39.60829925537109,-77.0519027709961
07ME,43.73830032348633,-70.33920288085938
07MI,43.864200592041016,-85.0239028930664
07MN,44.05500030517578,-95.90950012207033
07MO,38.655553,-93.624458
07MT,48.421101,-106.528
07N,40.0168,-77.003899
07NC,34.83319854736328,-80.7511978149414
07NH,43.17559814453125,-72.06390380859375
07NJ,40.793666,-73.994863
07NV,39.102239,-114.053472
07NY,42.66640090942383,-74.76499938964844
07OK,34.633399963378906,-99.03369903564452
07OR,45.42179870605469,-122.62000274658205
07PA,41.852933,-80.407192
07PN,40.998889,-78.125278
07R,27.6103,-97.752614
07S,37.659198760986,-96.527198791504
07TA,29.240519,-95.344658
07TE,27.721288,-97.51217
07TN,35.744581,-89.553678
07TS,30.625381,-97.571425
07TX,33.20998,-96.46039
07UT,41.716667,-112.447222
07V,37.5238,-105.009002
07VA,36.81959915161133,-78.78309631347656
07VT,44.44720077514648,-72.91470336914062
07WA,47.651637,-117.424477
07WI,42.599132,-88.540007
07WY,44.960084,-106.105925
07XA,29.906488,-97.214397
07XS,32.542198181152344,-97.3917007446289
07Y,46.95550155639648,-93.5969009399414
08A,32.5294,-86.328201
08AK,61.568743,-149.725757
08AL,30.243717,-87.754678
08AN,61.704295,-149.212506
08AR,33.723611,-94.145277
08AZ,33.417669,-111.838835
08B,44.0,-69.88710021972656
08C,42.935902,-85.805
08CA,38.695211,-120.826086
08CL,37.858272,-120.552079
08CN,36.172031,-119.306181
08CO,38.73249816894531,-104.04100036621094
08CT,41.89599990844727,-73.09310150146484
08D,48.3008,-102.405998
08F,34.53179931640625,-96.23310089111328
08FA,26.57979965209961,-81.48370361328125
08FD,27.363100051879883,-80.77279663085938
08FL,27.08449935913086,-81.32869720458984
08G,40.110901,-81.526199
08GA,31.425800323486328,-81.28589630126953
08GE,32.169936,-81.453836
08ID,43.56930160522461,-116.7770004272461
08II,41.645085,-85.426386
08IL,41.860383,-88.655742
08IN,41.223056,-85.830556
08IS,37.9777984619,-89.20290374759999
08K,40.651402,-98.079803
08KS,39.034698486328125,-97.58000183105467
08KT,37.628414,-87.946994
08KY,36.972599029541016,-84.6260986328125
08LA,29.952999114990234,-90.18260192871094
08LL,41.074423,-88.488693
08LS,30.40829,-92.033444
08M,32.7612,-89.530098
08MA,42.29399871826172,-71.49620056152344
08MD,39.388411,-76.610815
08ME,44.81539,-70.34851
08MI,42.734474,-84.536046
08MN,47.66939926147461,-93.0543975830078
08MO,37.395599,-94.283798
08MS,34.661506,-89.869628
08MT,47.065679,-108.809624
08N,40.291801,-76.328796
08NC,36.06760025024414,-80.4655990600586
08ND,47.32310104370117,-102.0979995727539
08NE,42.430484,-97.078731
08NH,44.0612983704,-71.1358032227
08NJ,40.76259994506836,-74.30400085449219
08NR,35.217541,-82.426
08NY,41.36809921264648,-74.50559997558594
08OH,41.29169845581055,-80.5636978149414
08OK,34.93149948120117,-95.25830078125
08OL,35.408087,-98.605477
08OR,42.838,-121.11509
08PA,41.055358,-75.512039
08PN,40.0458984375,-76.28079986572266
08R,41.489498,-71.620598
08SD,43.325923,-98.345152
08TA,29.97842,-98.258418
08TE,30.197677,-99.317522
08TN,35.298914,-86.474357
08TS,32.029339,-97.010608
08TT,30.308803,-99.022228
08TX,32.85789,-97.744303
08U,41.515701,-115.860001
08UT,38.335017,-109.135176
08VA,37.55400085449219,-79.74980163574219
08WA,46.969757,-122.726274
08WI,44.581986,-88.14245
08XA,30.479253,-96.504031
08XS,29.10810089111328,-95.77749633789062
09A,32.119301,-88.127502
09AA,62.969888,-150.75375
09AK,61.589361,-149.847333
09AL,32.842385,-87.890523
09AN,59.672024,-151.658368
09AR,33.27320098876953,-93.23989868164062
09AZ,31.924848,-110.040007
09CA,36.205514,-121.132541
09CL,39.113800048828125,-121.05699920654295
09CN,36.182556,-119.313572
09CO,38.055275,-103.650769
09FA,27.2455997467041,-81.41310119628906
09FD,28.67110061645508,-82.0873031616211
09FL,25.960056,-80.241806
09GA,31.120995,-83.67063
09GE,34.459,-84.181297
09I,48.60580062866211,-93.37079620361328
09IA,41.745441,-92.411547
09ID,45.10390090942383,-114.8550033569336
09II,38.44729995727539,-86.44499969482422
09IL,38.583295,-89.9341
09IN,41.123265,-85.42496
09IS,42.26499938964844,-89.07430267333984
09J,31.074499,-81.427803
09K,41.634903,-99.342161
09KS,38.70700073242188,-95.13829803466795
09KY,38.23899841308594,-85.63939666748047
09LA,29.126972,-90.206659
09LL,42.46810150146485,-88.74320220947266
09LS,30.82439994812012,-91.38459777832033
09M,33.991501,-90.078621
09MA,42.304298400878906,-71.50589752197266
09MD,39.576412,-79.372047
09ME,43.34080123901367,-70.85469818115234
09MI,42.708099365234375,-84.56079864501953
09MN,45.076603,-92.98597
09MO,37.37839889526367,-93.36329650878906
09MT,45.909346,-113.763183
09N,41.83259963989258,-73.8759994506836
09NC,35.32929992675781,-79.02999877929688
09NE,41.33330154418945,-96.193603515625
09NJ,40.65370178222656,-74.6865005493164
09NR,35.650122,-79.650311
09NV,35.979689,-115.150183
09NY,41.92890167236328,-74.04889678955078
09OK,36.35449981689453,-95.86389923095705
09OR,45.587235,-121.163827
09PA,40.82699966430664,-77.98809814453125
09PN,40.5620002746582,-75.1427001953125
09R,30.774768,-94.458818
09S,48.84090042114258,-117.28399658203124
09T,33.280768,-97.496703
09TA,33.280768,-97.496703
09TE,32.262923,-97.863764
09TN,35.94169998168945,-83.94400024414062
09TS,29.48240089416504,-103.16500091552734
09TX,30.737626,-102.02332
09UT,38.27581,-109.72945
09VA,36.97650146484375,-80.493896484375
09VG,38.09080123901367,-78.98500061035156
09W,38.868612,-77.008367
09WA,47.71039962768555,-117.40699768066406
09WI,44.00360107421875,-91.30760192871094
09XA,29.25577,-98.38323
09XS,29.433000564575195,-98.49220275878906
09Y,44.81660079956055,-93.0155029296875
0A3,35.985298,-85.809303
0A4,36.363701,-82.308998
0A7,35.308258,-82.432948
0A8,32.93691,-87.090533
0A9,36.371201,-82.173302
0AA1,60.080974,-142.494541
0AA4,62.509327,-153.892279
0AA5,62.312778,-150.335833
0AA6,59.403055,-136.013611
0AA7,60.491537,-151.235253
0AK,61.96169,-162.941944
0AK0,64.39214,-146.861823
0AK1,61.616966,-149.320893
0AK2,61.725556,-150.678611
0AK3,62.0359001159668,-150.49400329589844
0AK5,61.355352,-142.731832
0AK6,61.80108,-147.945156
0AK7,59.776005,-150.963285
0AK8,61.42687,-142.97823
0AK9,61.33259963989258,-150.0590057373047
0AL0,34.68840026855469,-86.58889770507812
0AL1,30.44389915466309,-87.65689849853516
0AL2,33.275001525878906,-85.83329772949219
0AL3,31.430599212646484,-86.94029998779297
0AL4,34.442141,-85.755793
0AL5,31.03219985961914,-87.25279998779297
0AL6,31.127199172973636,-87.07330322265625
0AL7,34.00830078125,-85.96530151367188
0AL8,33.46390151977539,-86.77310180664062
0AL9,34.850546,-87.633513
0AR0,36.181509,-94.137252
0AR2,35.18853,-90.30359
0AR3,34.328029,-93.259288
0AR4,36.40929,-94.46005
0AR5,35.83620071411133,-90.70179748535156
0AR6,34.48149871826172,-93.03099822998048
0AR8,33.94884,-93.88024
0AR9,36.40010070800781,-93.74349975585938
0AZ0,33.481187,-112.03976
0AZ1,33.395646,-113.222888
0AZ2,33.778166,-113.640625
0AZ4,32.9823,-112.287003
0AZ5,33.865944,-112.603265
0AZ6,33.482963,-112.079301
0B1,44.425201,-70.809896
0B2,44.763699,-68.767799
0B4,42.6036,-97.252602
0B5,42.5914,-72.522797
0B7,44.117724,-72.826867
0B8,41.252099,-72.032218
0C0,42.4025,-88.632401
0C1,39.487801,-94.780502
0C2,41.770901,-88.7034
0C4,42.113899,-96.728107
0C5,43.575666,-85.284182
0C7,41.521999,-89.132599
0C8,41.51885,-88.605079
0C9,40.63819885253906,-74.97570037841797
0CA0,36.652744,-119.587113
0CA1,37.698958,-122.089262
0CA2,34.049778,-118.456257
0CA3,34.587501525878906,-120.01300048828124
0CA4,34.6222,-120.065002
0CA5,33.14310073852539,-116.74500274658205
0CA6,32.7494444,-116.0161111
0CA9,35.592797,-120.338058
0CD0,38.745155,-108.047973
0CD1,40.2610917,-103.7963389
0CD2,38.652500152600005,-104.23400116
0CD4,40.1463012695,-104.887001038
0CD5,37.490501,-104.143997
0CD6,39.970843,-105.08741
0CD7,40.003917,-105.07185
0CD8,38.0710983276,-102.60900116
0CD9,39.603099823,-105.091003418
0CL0,37.11800003049999,-119.913002014
0CL1,34.5694007874,-117.555999756
0CL3,32.633457,-116.890565
0CL4,34.157179,-118.254637
0CL5,33.6706008911,-117.858001709
0CL6,34.694584,-118.277106
0CL7,34.054901,-118.264967
0CL8,35.591104,-117.631323
0CL9,33.741100311299995,-117.151000977
0CN1,37.452178,-120.764758
0CN2,39.228622,-121.688265
0CO0,40.181606,-105.124774
0CO1,40.0332984924,-105.124000549
0CO2,38.851918,-106.928341
0CO4,40.5899009705,-105.04599762
0CO5,39.303056,-104.40961
0CO6,38.2193984985,-108.212997437
0CO7,40.5854988098,-105.040000916
0CO8,40.2083015442,-105.013000488
0CO9,37.6582984924,-106.033996582
0CT0,41.881232,-73.480699
0CT1,41.48479843139648,-72.7562026977539
0CT2,41.71699905395508,-72.22589874267578
0CT3,41.661598205566406,-72.78790283203125
0CT4,41.50619888305664,-72.9397964477539
0CT5,41.77450180053711,-72.6989974975586
0CT6,41.5968017578125,-72.70449829101562
0CT7,41.188408,-73.1667
0CT8,41.405297,-73.445165
0CT9,41.75450134277344,-72.67870330810547
0D7,40.7906,-83.829102
0D8,44.986698,-99.952797
0D9,44.958035,-84.958859
0E0,34.9751,-106.0028
0E8,35.717701,-108.202003
0E9,40.754734,-93.242447
0F2,33.6017,-97.775597
0F3,43.387501,-95.139198
0F4,41.286449,-98.989745
0F7,35.388699,-95.600238
0F9,34.198502,-96.6745
0FA0,25.81734,-80.340416
0FA1,27.3039,-81.880403
0FA2,30.119424,-83.592746
0FA3,27.075744,-81.071125
0FA5,28.5727778,-81.6286111
0FA6,26.39841,-81.414667
0FA9,28.653888888900003,-81.3769444444
0FD0,29.26757,-81.223331
0FD1,30.213844,-85.871916
0FD2,25.960055,-80.240248
0FD3,30.496400833129883,-86.09380340576172
0FD4,30.607486,-85.025292
0FD5,30.820199966430664,-86.34439849853516
0FD6,27.90749931335449,-80.48639678955078
0FD9,30.652099609375,-86.1093978881836
